4.763250797986984253e-02,-7.332152873277664185e-02,-7.125318050384521484e-02,6.028224900364875793e-02,-4.911390691995620728e-02,-2.956778742372989655e-02,1.570022553205490112e-01,1.026508286595344543e-01,-2.392277121543884277e-02,9.371551685035228729e-03,1.777135431766510010e-01,6.311826407909393311e-02,-3.124029841274023056e-03,-8.871903270483016968e-02,1.497543454170227051e-01,4.196950793266296387e-02,2.749191038310527802e-02,-2.696092240512371063e-02,-1.218970119953155518e-01,2.561177127063274384e-02,-4.219029843807220459e-02,7.658957690000534058e-02,-9.786581993103027344e-02,-1.160372421145439148e-02,1.097378805279731750e-01,9.684484452009201050e-02,6.689447909593582153e-02,-1.298173964023590088e-01,1.145589798688888550e-01,1.023096777498722076e-02,9.595788083970546722e-03,-4.279949702322483063e-03,-2.330495230853557587e-02,9.456214308738708496e-02,-2.266434393823146820e-02,2.095615714788436890e-01,1.386633515357971191e-01,2.755387313663959503e-02,-4.426978155970573425e-02,4.446462169289588928e-02,-2.496515586972236633e-02,-5.849125981330871582e-02,-1.796645484864711761e-02,5.192448571324348450e-02,3.740761429071426392e-02
-1.408247798681259155e-01,-2.787499502301216125e-02,7.837821543216705322e-02,-2.617584774270653725e-03,1.418024487793445587e-02,-7.653560489416122437e-03,-2.040714025497436523e-02,5.582202225923538208e-02,2.946710400283336639e-02,-1.843781792558729649e-03,1.934482902288436890e-02,-1.758751571178436279e-01,8.550354838371276855e-02,-6.509651243686676025e-02,-4.761877655982971191e-02,9.398098289966583252e-02,-4.344831034541130066e-02,-8.823065087199211121e-03,-5.842214077711105347e-02,-1.762281986884772778e-03,-1.017342731356620789e-01,1.709002256393432617e-01,-1.335276961326599121e-01,1.115795001387596130e-01,-4.880442842841148376e-02,-7.017424702644348145e-02,2.802491560578346252e-02,-6.958982907235622406e-03,2.108220942318439484e-02,-1.004223898053169250e-02,-1.226036846637725830e-01,-1.267345696687698364e-01,-4.479509592056274414e-02,-1.776190660893917084e-02,-5.430322885513305664e-02,-5.566763877868652344e-02,-3.567682951688766479e-02,-5.274315923452377319e-02,-9.455688297748565674e-02,1.165817258879542351e-03,-1.180475577712059021e-02,1.065132766962051392e-01,9.014263749122619629e-02,6.413287669420242310e-02,-3.946579620242118835e-02
-2.852996625006198883e-02,1.053683459758758545e-02,1.591955423355102539e-01,4.379947856068611145e-02,-2.291065640747547150e-02,-6.784788519144058228e-02,-3.021847456693649292e-02,6.366363167762756348e-02,-5.095797032117843628e-02,-2.931431494653224945e-02,7.153517752885818481e-02,-1.312058512121438980e-02,-5.032866820693016052e-02,5.321804806590080261e-02,-7.962667942047119141e-02,-1.567213796079158783e-02,-4.751127585768699646e-02,-8.878824859857559204e-02,-7.047610706649720669e-04,1.087892875075340271e-01,-9.356755018234252930e-02,4.248424619436264038e-02,3.426977097988128662e-01,3.713003173470497131e-02,8.846069872379302979e-02,9.002295136451721191e-02,2.644334174692630768e-02,3.082344308495521545e-02,2.997535653412342072e-02,2.996485913172364235e-03,4.929522052407264709e-02,-5.633329227566719055e-02,-1.603972315788269043e-01,-1.305545717477798462e-01,-9.183716773986816406e-02,-1.235486567020416260e-01,-2.381148934364318848e-02,-7.272356748580932617e-02,-2.326634973287582397e-01,1.088579222559928894e-01,-4.039094597101211548e-02,-1.837658695876598358e-02,1.052750721573829651e-01,-3.952239826321601868e-02,7.680890709161758423e-02
-2.827677130699157715e-02,1.186976302415132523e-02,4.513544216752052307e-02,-7.146769203245639801e-03,5.188124999403953552e-02,1.330827772617340088e-01,1.897167041897773743e-02,1.098499447107315063e-01,-1.136444136500358582e-01,5.769348703324794769e-03,1.633089333772659302e-01,9.299654513597488403e-03,9.982410073280334473e-02,1.344846934080123901e-02,2.217045240104198456e-02,-1.652449741959571838e-02,6.631659716367721558e-02,1.297154556959867477e-02,1.742336153984069824e-02,4.563202336430549622e-02,-9.068548679351806641e-03,-4.193784296512603760e-02,-1.090556010603904724e-01,1.706749573349952698e-02,-3.606555284932255745e-03,-1.187702044844627380e-01,-3.997927531599998474e-02,-1.310054510831832886e-01,9.137561172246932983e-02,1.938250847160816193e-02,1.489366292953491211e-01,-3.039654158055782318e-02,6.379156559705734253e-02,-2.052392996847629547e-02,-4.390813410282135010e-05,-1.003311648964881897e-01,-5.165070295333862305e-02,7.527571916580200195e-02,-1.687736362218856812e-01,9.528582543134689331e-02,-2.444183640182018280e-02,-2.777854166924953461e-02,-2.946913614869117737e-02,-2.628574147820472717e-03,2.671017125248908997e-02
-9.458340704441070557e-02,7.507471740245819092e-02,-4.175343364477157593e-02,1.216482557356357574e-02,-2.944646775722503662e-02,3.011081926524639130e-02,-1.917430013418197632e-02,1.240212544798851013e-01,1.910044811666011810e-02,-1.226275637745857239e-01,-8.797984570264816284e-02,-1.015624124556779861e-02,-2.640526555478572845e-02,4.712737351655960083e-02,5.459868907928466797e-02,-3.350034728646278381e-02,6.892445683479309082e-02,1.028149649500846863e-01,-2.702627331018447876e-02,-8.092815428972244263e-02,-5.598879419267177582e-03,-4.558432474732398987e-02,-2.308129072189331055e-01,-3.675021976232528687e-02,8.077558875083923340e-02,5.643557757139205933e-02,-3.371139243245124817e-02,1.157337650656700134e-01,-3.079309873282909393e-02,6.582622975111007690e-02,-4.939163103699684143e-02,-5.265560001134872437e-02,-1.290033105760812759e-02,3.690921515226364136e-02,-3.603670001029968262e-02,-2.662579528987407684e-02,3.524372726678848267e-02,-1.734078675508499146e-01,4.291931912302970886e-02,3.259708359837532043e-02,-7.538993656635284424e-02,4.836405813694000244e-02,6.420756876468658447e-02,-1.840979605913162231e-01,-1.211479157209396362e-01
8.825873024761676788e-03,-2.515872009098529816e-02,-2.261810377240180969e-02,1.603262126445770264e-02,5.420370772480964661e-02,6.076662987470626831e-02,3.136310726404190063e-02,-7.531014829874038696e-02,-1.295383740216493607e-02,-6.439579278230667114e-02,1.305137425661087036e-01,1.814693957567214966e-02,1.158786285668611526e-02,-8.759482763707637787e-03,-8.205383270978927612e-02,-6.637657643295824528e-04,-7.296725362539291382e-02,-7.168567180633544922e-02,-4.979551956057548523e-02,5.240773782134056091e-02,-1.231748014688491821e-01,4.534074664115905762e-02,5.906595382839441299e-03,-2.974883094429969788e-02,-1.224537789821624756e-01,2.576048076152801514e-01,-1.700681596994400024e-01,9.807285666465759277e-02,-4.424862936139106750e-02,-1.321806907653808594e-01,5.665168911218643188e-02,4.378651827573776245e-02,2.293725498020648956e-02,1.007979456335306168e-02,2.036431338638067245e-03,-7.969902455806732178e-02,7.856877148151397705e-02,3.689193725585937500e-02,-1.004093512892723083e-01,-5.176012590527534485e-02,-2.818921580910682678e-02,1.235868185758590698e-01,-5.756427999585866928e-03,-1.023004502058029175e-01,7.486610114574432373e-02
1.349657122045755386e-02,-1.899876818060874939e-02,-2.748300321400165558e-02,4.239699989557266235e-02,1.255335658788681030e-01,2.319021709263324738e-02,-5.680606141686439514e-02,7.663228362798690796e-02,-1.180406101047992706e-02,3.616759926080703735e-02,9.705497324466705322e-02,1.127254143357276917e-01,6.762135773897171021e-02,1.177274957299232483e-01,-1.675499975681304932e-02,1.175807043910026550e-01,1.039238348603248596e-01,2.915528602898120880e-02,2.351583093404769897e-01,-7.221599668264389038e-02,-1.180085986852645874e-01,-9.544571489095687866e-02,-1.662382856011390686e-02,1.356865763664245605e-01,5.329833179712295532e-02,9.570424258708953857e-02,6.435801833868026733e-02,6.369098275899887085e-02,8.372605592012405396e-02,-3.040901757776737213e-02,1.230624318122863770e-01,-8.436152338981628418e-02,3.337782621383666992e-02,3.839617967605590820e-02,-8.630067110061645508e-02,1.671574264764785767e-01,8.322069793939590454e-02,-9.553682059049606323e-02,-1.814302951097488403e-01,-2.589969895780086517e-03,-1.398523300886154175e-01,4.821227863430976868e-02,4.528792947530746460e-02,7.832102477550506592e-02,-2.081909030675888062e-02
-1.928397640585899353e-02,2.532846666872501373e-02,9.561803191900253296e-02,3.281687200069427490e-02,1.270796637982130051e-02,-7.820311002433300018e-03,5.396290495991706848e-02,5.807726830244064331e-02,-6.203871965408325195e-02,-3.235379606485366821e-02,7.687497884035110474e-02,-1.899283826351165771e-01,-2.424441836774349213e-02,3.561692684888839722e-02,-5.939076840877532959e-02,6.456191092729568481e-02,2.257085964083671570e-02,-1.558009684085845947e-01,-6.755704432725906372e-02,-3.130729123950004578e-02,-6.283782422542572021e-02,9.466392546892166138e-02,1.082649156451225281e-01,-2.883769944310188293e-02,3.194397315382957458e-02,-3.517248854041099548e-02,-2.896316722035408020e-02,6.495650857686996460e-02,2.024194784462451935e-02,7.762654684484004974e-03,1.506238728761672974e-01,-5.369751527905464172e-02,-2.878368273377418518e-02,-8.967781811952590942e-02,-7.639134768396615982e-03,-9.366475045680999756e-03,6.785911321640014648e-02,-2.210886962711811066e-02,9.972749277949333191e-03,-6.987768411636352539e-02,-5.130745843052864075e-02,1.049967259168624878e-01,-1.107919216156005859e-01,-5.828982219099998474e-02,4.757420346140861511e-02
-6.940793991088867188e-02,2.575040981173515320e-02,-4.755700752139091492e-02,-1.527347881346940994e-02,-6.360348314046859741e-02,-2.699908800423145294e-02,3.389648720622062683e-02,-2.588793868198990822e-03,-2.022621408104896545e-02,-1.843174546957015991e-01,1.345898769795894623e-02,9.984567016363143921e-02,-6.886322051286697388e-02,6.902212649583816528e-02,-2.364630624651908875e-02,2.841710858047008514e-02,-2.050445647910237312e-03,2.612829394638538361e-02,3.529931604862213135e-02,-1.241007894277572632e-01,-2.436758391559123993e-02,-8.677196502685546875e-02,3.189919590950012207e-01,2.272402495145797729e-02,-6.705047935247421265e-02,-1.486470736563205719e-02,-2.693435177206993103e-02,1.002899408340454102e-01,1.229932531714439392e-01,4.391618818044662476e-02,-2.470537275075912476e-02,2.084352821111679077e-01,7.420147955417633057e-02,-1.941176652908325195e-01,-3.349855169653892517e-02,-2.502166293561458588e-02,-8.195462822914123535e-02,-7.103526592254638672e-02,-1.963068693876266479e-01,-3.432093560695648193e-02,-8.819138258695602417e-02,3.861794248223304749e-02,-5.498222541064023972e-03,-3.577588871121406555e-02,1.027680188417434692e-01
-4.875496029853820801e-02,3.402957692742347717e-02,-1.638566404581069946e-01,9.472418576478958130e-02,-1.640194505453109741e-01,1.220004726201295853e-02,-1.032566428184509277e-01,1.426382213830947876e-01,-4.706355743110179901e-03,-5.936394259333610535e-02,4.534835740923881531e-02,-7.760524284094572067e-03,4.363260790705680847e-02,-3.260477632284164429e-02,2.184946462512016296e-02,-8.349277824163436890e-02,-3.864808473736047745e-03,4.172181338071823120e-02,1.440748386085033417e-02,4.338932409882545471e-02,1.184346526861190796e-01,1.054796949028968811e-02,1.534278541803359985e-01,-9.484645724296569824e-02,-1.313807666301727295e-01,1.049811951816082001e-02,-1.119528785347938538e-01,-2.141074277460575104e-02,-7.057887315750122070e-02,-9.329228848218917847e-02,5.771790444850921631e-02,-3.225541487336158752e-02,1.111173108220100403e-01,-3.444666042923927307e-02,9.267891198396682739e-02,5.825877934694290161e-02,2.507342398166656494e-02,2.779888547956943512e-02,-5.705260485410690308e-02,6.087008398026227951e-03,1.002452708780765533e-02,7.466443628072738647e-02,8.742056787014007568e-02,-3.837294504046440125e-02,-3.582369536161422729e-02
